kli,Austronesian,Nuclear Austronesian,Malayo-Polynesian,South Sulawesi,Northern South Sulawesi,Torajic,,,,,,,,,,,
klj,Turkic,Common Turkic,,,,,,,,,,,,,,,
klk,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Basa-Eastern Kainji,Eastern Kainji,Jos,Kauru,,,,,,,,
kll,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Mansakan,Western Mansakan,Kagan-Kalagan,,,,,,,,,
klm,Nuclear Trans New Guinea,Madang,Rai Coast,Kabenau,,,,,,,,,,,,,
klo,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Yukubenic,,,,,,,,,,,,
klp,Angan,Northeast Angan,Kamasa-Susuami,,,,,,,,,,,,,,
klq,Turama-Kikori,,,,,,,,,,,,,,,,
klr,Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,Western Kiranti,Upper Dudhkosi,,,,,,,,,,,
kls,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northwestern zone,Chitral,,,,,,,,,,,,
klt,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged,Uruwa,,,,,,,,,,,,,
klu,Atlantic-Congo,Volta-Congo,Kru,Western Kru,Klao-Tajuasohn,,,,,,,,,,,,
klv,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,North and Central Vanuatu,Central Vanuatu,Malakula,Eastern Malakula linkage,,,,,,,
klw,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Kaili-Pamona-Wotu-Wolio,Kaili-Pamona,Northern Kaili-Pamona,Kaili,Kulawi,,,,,,,,
klx,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Nuclear Papuan Tip linkage,North Papuan Mainland-D'Entrecasteaux,Bwaidoga,,,,,,
kly,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Kaili-Pamona-Wotu-Wolio,Wotu-Wolio,Kalao-Laiyolo,,,,,,,,,,
klz,Alor-Pantar,Alor,West Alor,Straits West Alor,Adang-Hamap-Kabola,,,,,,,,,,,,
kma,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Northern Central Gur,Bwamu-Oti-Volta,Oti-Volta,Buli-Koma,,,,,,,,
kmb,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Mbundu (H.20),,,,,,,,,
kmc,Tai-Kadai,Kam-Tai,Kam-Sui,Mulam-Kam,Kamic,,,,,,,,,,,,
kmd,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Kalinga-Itneg,Kalinga,Central and South Kalinga,South Kalinga,Southeastern Kalinga,,,,
kme,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Bantu A-B10-B20-B30,Sawabantu,Dualaic,,,,,,,,
kmf,Nuclear Trans New Guinea,Madang,Croisilles,Mabuso,,,,,,,,,,,,,
kmg,Nuclear Trans New Guinea,Finisterre-Huon,Huon,Eastern Huon,Kate-Mape-Sene,,,,,,,,,,,,
kmh,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert,Kalam-Kobon,Etp-Ti Kalam,,,,,,,,,,,,
kmi,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Nupe-Asu,Nupe-Kupa,Kami-Kupa-Gupa-Kakanda,,,,,,,,,
kmj,Dravidian,North Dravidian,Kurux-Malto,Malto,,,,,,,,,,,,,
kmk,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Kalinga-Itneg,Kalinga,Northern Kalinga,,,,,,
kml,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Kalinga-Itneg,Kalinga,Central and South Kalinga,South Kalinga,Southeastern Kalinga,,,,
kmm,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin,Old Kuki,,,,,,,,,,,,,
kmn,Sepik,Ram,,,,,,,,,,,,,,,
kmo,Sepik,Nukuma,,,,,,,,,,,,,,,
kmp,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Samba Duru-Mumuye Yendang,Samba Duru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Koma Atlantika,,,,,,
kmq,Koman,,,,,,,,,,,,,,,,
kmr,Indo-European,Indo-Iranian,Iranian,Western Iranian,Northwestern Iranian,Kermanic,Kurdish,,,,,,,,,,
kms,Nuclear Torricelli,Marienberg,Elepi-Kamasau-Marienberg,,,,,,,,,,,,,,
kmt,Nimboran,Gresi-Kemtuik,,,,,,,,,,,,,,,
kmu,Nuclear Trans New Guinea,Kainantu-Goroka,Goroka,Kamano-Yagaria,,,,,,,,,,,,,
kmv,Indo-European,Italic,Latino-Faliscan,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Circum-Caribbean French,Guyanic Creole French,,,
kmw,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Ababuan,Old Bomokandian,Komoic,Bilaic,,,,,,,
kmx,Kiwaian,,,,,,,,,,,,,,,,
kmy,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Samba Duru-Mumuye Yendang,Samba Duru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Vere,,,,,,
kmz,Turkic,Common Turkic,Oghuz-Kipchak-Uyghur,Oghuz,East Oghuz,,,,,,,,,,,,
kna,Afro-Asiatic,Chadic,West Chadic,West Chadic A,West Chadic A.2-3,West Chadic A A.2,Tangalic,,,,,,,,,,
knb,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Kalinga-Itneg,Kalinga,Central and South Kalinga,,,,,,
knc,Saharan,Western Saharan,Kanuri,Kanuric,,,,,,,,,,,,,
knd,Konda-Yahadian,,,,,,,,,,,,,,,,
kne,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Nuclear Cordilleran,Bontok-Kankanay,Kankanay,,,,,,
knf,Atlantic-Congo,North-Central Atlantic,Central Atlantic,Bak,Manjaku-Papel,,,,,,,,,,,,
kng,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Kongo-Yaka-Suku-Hungan,Nuclear Kongo-Yaka-Suku-Hungan,Core Kikongo,Koongo-Kituba,,,,,,
kni,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Western Benue-Congo Plateau,Ninzic,Kanufi-Ninkyob-Angan,,,,,,,,,,
knj,Mayan,Yucatecan-Core Mayan,Core Mayan,Kanjobalan-Chujean,Kanjobalan,Kanjobal-Jacaltec,,,,,,,,,,,
knk,Mande,Western Mande,Manding-Kpelle,Central Mande,Manding-Jogo,Manding-Vai,Manding-Mokole,Nuclear Mokole,,,,,,,,,
knl,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Malayo-Sumbawan,North and East Malayo-Sumbawan,Malayic,Western Malayic Dayak,,,,,,,,,,
knm,Katukinan,Katukina,,,,,,,,,,,,,,,
knn,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Southern zone,Konkanic,,,,,,,,,,,,
kno,Mande,Western Mande,Manding-Kpelle,Central Mande,Manding-Jogo,Manding-Vai,Vai-Kono,,,,,,,,,,
knp,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Northern Bantoid,Mambiloid,Nizaa-Mambila-Vute,Konja-Mambila-Vute,Konja,,,,,,,,
knq,Austroasiatic,Aslian,Central-Northern Aslian,North Aslian-Jah Hut,North Aslian,Maniq-Menraq-Batek,Maniq,,,,,,,,,,
knr,Sepik,Sepik Hill,Eastern Sepik Hill,,,,,,,,,,,,,,
kns,Austroasiatic,Aslian,Central-Northern Aslian,North Aslian-Jah Hut,North Aslian,Maniq-Menraq-Batek,Maniq,,,,,,,,,,
knt,Panoan,Mainline Pano,Pano Nawa,Marubo Subgroup,,,,,,,,,,,,,
knu,Mande,Western Mande,Manding-Kpelle,Southwest Mande,Kpelle,,,,,,,,,,,,
knv,,,,,,,,,,,,,,,,,
knw,Kxa,Ju-Kung,,,,,,,,,,,,,,,
knx,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Malayo-Sumbawan,North and East Malayo-Sumbawan,Malayic,Western Malayic Dayak,,,,,,,,,,
kny,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Luban,Luba-Kaonde,Lubaic,,,,,,,
knz,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Grusi,Northern Grusi,,,,,,,,,
koa,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso Melanesian linkage,New Ireland-Northwest Solomonic linkage,St George linkage,,,,,,,
koc,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,Nka,Ngembaic,,,,,,,
kod,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Flores-Sumba-Hawu,Sumba-Hawu,Sumba,Kodi-Laura,,,,,,,,
koe,Surmic,South Surmic,Southwest Surmic,,,,,,,,,,,,,,
kof,Afro-Asiatic,Chadic,West Chadic,West Chadic A,West Chadic A.2-3,West Chadic A A.2,Boleic,Nuclear Boleic,Gera-Geruma-Kubi-Deno,Kubi-Deno,,,,,,,
kog,Chibchan,Core Chibchan,Magdalenic,Northern Magdalenic,Arhuacic,,,,,,,,,,,,
koh,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Koyo-Mboshi,,,,,,,,,
koi,Uralic,Permian,Komi,,,,,,,,,,,,,,
koj,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental,Nuclear SBB Occidental,Saraic,Sara Peripherique,Barh Keita,Sara-Kaba,,,,,,,,,
kol,,,,,,,,,,,,,,,,,
koo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Great Lakes Bantu,Western Lakes Bantu,Konzo (J.40),,,,,,
kop,Nuclear Trans New Guinea,Madang,Rai Coast,Nuru,,,,,,,,,,,,,
koq,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Bantu A-B10-B20-B30,Keleic,Greater Kota,Kota-Mahongwe,,,,,,,
kor,Korean,,,,,,,,,,,,,,,,
kos,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Micronesian,Micronesian Proper,,,,,,,,,
kot,Afro-Asiatic,Chadic,Biu-Mandara,North Biu-Mandara,Kotoko Central,,,,,,,,,,,,
kou,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Adamawa Bua,,,,,,,,,,
kov,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Basa-Eastern Kainji,Eastern Kainji,Jos,Northern Jos,Ningic,,,,,,,
kow,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Samba Duru-Mumuye Yendang,Mumuye-Yandang,,,,,,,,,,
kox,,,,,,,,,,,,,,,,,
koy,Athapaskan-Eyak-Tlingit,Athapaskan-Eyak,Athapaskan,Northern Athapaskan,,,,,,,,,,,,,
koz,Nuclear Trans New Guinea,Madang,Unclassified Madang,Kowan,,,,,,,,,,,,,
kpa,Afro-Asiatic,Chadic,West Chadic,West Chadic A,West Chadic A.2-3,West Chadic A A.2,Tangalic,Tangale,,,,,,,,,
kpb,Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid,,,,,,,
kpc,Arawakan,Northern Maipuran,Inland Northern Maipuran,,,,,,,,,,,,,,
kpd,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Aru,South Aru,,,,,,,,,,
kpf,Nuclear Trans New Guinea,Finisterre-Huon,Huon,Western Huon,Timbe-Selepet-Komba,Selepet-Komba,,,,,,,,,,,
kpg,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacific,East Fijian-Polynesian,Polynesian,Nuclear Polynesian,Northern Outlier Polynesian-East Polynesian,Northern Ellicean Outlier,,,,,
kph,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Nyo,Potou-Tano,Tano,Guang,North Guang,Oti North Guang,River Oti North Guang,,,,,,,
kpi,Geelvink Bay,Barapasi-Sauri-Kofei,Sauri-Kofei,,,,,,,,,,,,,,
kpj,Nuclear-Macro-Je,Ofaie,,,,,,,,,,,,,,,
kpk,Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,Central Jukunoid,Kpan-Icen,,,,,,,,,,,
kpl,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Ngbakaic,Western Ngbaka,Monzombo-Baka,Monzomboic,Kpala-Bakpa,,,,,
kpm,Austroasiatic,Bahnaric,South Bahnaric,Koho-Maa,,,,,,,,,,,,,
kpn,Tupian,Tuparic,Nuclear Tuparic,,,,,,,,,,,,,,
kpo,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Ka-Togo,Kposo-Ahlo-Bowili,,,,,,,,,,,,
kpp,Sino-Tibetan,Karenic,Southern Karen,Paku-Mobwa,,,,,,,,,,,,,
kpq,Nuclear Trans New Guinea,Mek,Western Mek,,,,,,,,,,,,,,
kpr,Nuclear Trans New Guinea,Greater Binanderean,Binanderean,Nuclear Binanderean,South Binandere,Coastal Binandere,Gaena-Korafe,,,,,,,,,,
kps,West Bird's Head,South West Bird's Head,,,,,,,,,,,,,,,
kpt,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Andic,,,,,,,,,,,,,
kpu,Alor-Pantar,Alor,,,,,,,,,,,,,,,
kpv,Uralic,Permian,Komi,,,,,,,,,,,,,,
kpw,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert,Kalam-Kobon,,,,,,,,,,,,,
kpx,Koiarian,Koiaric,,,,,,,,,,,,,,,
kpy,Chukotko-Kamchatkan,Chukotian,,,,,,,,,,,,,,,
kpz,Nilotic,Southern Nilotic,Kalenjin,Elgon-Mau Kalenjin,,,,,,,,,,,,,
kqa,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert,South Adelbert,Sogeram,Central Sogeram,Sikan,,,,,,,,,,
kqb,Nuclear Trans New Guinea,Finisterre-Huon,Huon,Eastern Huon,,,,,,,,,,,,,
kqc,Manubaran,,,,,,,,,,,,,,,,
kqd,Afro-Asiatic,Semitic,West Semitic,Central Semitic,Northwest Semitic,Aramaic,Eastern Aramaic,Central Eastern Aramaic,North-Eastern Neo-Aramaic,Southwestern Jewish Neo-Aramaic,,,,,,,
kqe,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Mansakan,Western Mansakan,Kagan-Kalagan,,,,,,,,,
kqf,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Nuclear Papuan Tip linkage,North Papuan Mainland-D'Entrecasteaux,Kakabai-Dawawa,,,,,,
kqg,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Dogoso-Khe,,,,,,,,,,
kqh,Nilotic,Southern Nilotic,Kalenjin,Okiek-Mosiro,,,,,,,,,,,,,
kqi,Koiarian,Koiaric,Koita-Koiari,,,,,,,,,,,,,,
kqj,South Bougainville,Nasioi,,,,,,,,,,,,,,,
kqk,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Gbe,Eastern Gbe,,,,,,,,,,,,
kql,Yuat-Maramba,Miyak-Bun-Biwat,,,,,,,,,,,,,,,
kqm,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Gan-Dogose,Dogose-Khisa,,,,,,,,,
kqn,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Luban,Luba-Kaonde,Kaonde-Shaba-Sanga,,,,,,,
kqo,Atlantic-Congo,Volta-Congo,Kru,Western Kru,Wee,,,,,,,,,,,,
kqp,Afro-Asiatic,Chadic,East Chadic,East Chadic A,East Chadic A A.2,East Chadic A.2 2,Gabri-Kimre,,,,,,,,,,
kqq,Nuclear-Macro-Je,Aimore,,,,,,,,,,,,,,,
kqr,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,,,,,,,,,,
kqs,Atlantic-Congo,Mel,Bullom-Kissi,Kissi,,,,,,,,,,,,,
kqt,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Dusunic,Dusunic,,,,,,,,,,
kqu,Tuu,!Kwi,,,,,,,,,,,,,,,
kqv,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,Southwest Sabahan,Greater Murutic,Murutic,Eastern Murutic,,,,,,,,,
kqw,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso Melanesian linkage,New Ireland-Northwest Solomonic linkage,St George linkage,Label-Bilur,Kandas-Duke of York,,,,,
kqx,Afro-Asiatic,Chadic,Biu-Mandara,North Biu-Mandara,Kotoko Central,,,,,,,,,,,,
kqy,Gonga-Gimojan,Ometo,East Ometo,,,,,,,,,,,,,,
kqz,Khoe-Kwadi,Khoe,Khoekhoe,South Khoekhoe,,,,,,,,,,,,,
kra,Indo-European,Indo-Iranian,Indo-Aryan,Bihari,Unclassified Bihari,,,,,,,,,,,,
krb,Miwok-Costanoan,Costanoan,,,,,,,,,,,,,,,
krc,Turkic,Common Turkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,West Kipchak,,,,,,,,,,,
krd,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Timoric A,Eastern Timoric A,Kawaimina,,,,,,,,,
kre,Nuclear-Macro-Je,Je,Je Setentrional,,,,,,,,,,,,,,
krf,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,North and Central Vanuatu,Northern Vanuatu,Torres-Banks linkage,Koto-Olrat-Lakon,,,,,,,
krh,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Basa-Eastern Kainji,Eastern Kainji,Jos,Kauru,,,,,,,,
kri,Indo-European,Germanic,Northwest Germanic,West Germanic,North Sea Germanic,Anglo-Frisian,Anglian,Mercian,Macro-English,Guinea Coast Creole English,West African Creole English,,,,,,
krj,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Bisayan,West Bisayan,Kinarayan,,,,,,,,,
krk,Chukotko-Kamchatkan,Chukotian,,,,,,,,,,,,,,,
krl,Uralic,Finnic,Karelic Finnic,,,,,,,,,,,,,,
krm,Atlantic-Congo,Mel,Bullom-Kissi,Bullom,Northern Bullom,Bom-Kim,,,,,,,,,,,
krn,Atlantic-Congo,Volta-Congo,Kru,Western Kru,Wee,Guere-Krahn,,,,,,,,,,,
krp,Atlantic-Congo,Volta-Congo,Benue-Congo,Delta Cross,Upper Cross,Kiong-Korop,,,,,,,,,,,
krr,Austroasiatic,Bahnaric,West Bahnaric,Nuclear West Bahnaric,Laveh-Brao,,,,,,,,,,,,
krs,Kresh-Aja,,,,,,,,,,,,,,,,
krt,Saharan,Western Saharan,Kanuri,Kanembuic,,,,,,,,,,,,,
kru,Dravidian,North Dravidian,Kurux-Malto,Kurux,,,,,,,,,,,,,
krv,Austroasiatic,Bahnaric,West Bahnaric,Nuclear West Bahnaric,Laveh-Brao,,,,,,,,,,,,
krw,Atlantic-Congo,Volta-Congo,Kru,Western Kru,Wee,Guere-Krahn,,,,,,,,,,,
krx,Atlantic-Congo,North-Central Atlantic,Central Atlantic,Bak,Nuclear Jola,FH-Jola,PF-Jola,Kwatay-Karon-Mlomp,Karon-Mlomp,,,,,,,,
kry,Nakh-Daghestanian,Daghestanian,Lezgic,Nuclear Lezgic,South Lezgic,,,,,,,,,,,,
krz,Morehead-Wasur,Kanum,Ngkrn-Ngkantr,,,,,,,,,,,,,,
ksa,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Basa-Eastern Kainji,Eastern Kainji,Jos,Kauru,,,,,,,,
ksb,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Ruvu,West Ruvu,Seuta,Bondei-Shambala,,,,
ksc,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Kalinga-Itneg,Kalinga,Central and South Kalinga,South Kalinga,,,,,
ksd,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso Melanesian linkage,New Ireland-Northwest Solomonic linkage,St George linkage,Label-Bilur,Patpatar-Minigir-Tolai,Minigir-Tolai,,,,
kse,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip linkage,Peripheral Papuan Tip,Central Papuan,West Central Papuan linkage,Nuclear West Central Papuan,,,,,
ksf,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Bantu A-B10-B20-B30,Bafia (A.50),Nuclear Bafia (A.50),Lefa-Bafia,,,,,,,
ksg,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso Melanesian linkage,New Ireland-Northwest Solomonic linkage,St George linkage,Northwest Solomonic,New Georgia,East New Georgia,,,,
ksh,Indo-European,Germanic,Northwest Germanic,West Germanic,Franconian,High Franconian,,,,,,,,,,,
ksi,Sko,,,,,,,,,,,,,,,,
ksj,Kwalean,Humene-Kwale,,,,,,,,,,,,,,,
ksk,Siouan,Core Siouan,Mississppi Valley-Ohio Valley Siouan,Mississippi Valley,Dhegiha,Osage-Kansa,,,,,,,,,,,
ksl,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,Huon Gulf,South Huon Gulf,Buang,Mumeng,,,,,
ksm,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Samba Duru-Mumuye Yendang,Mumuye-Yandang,,,,,,,,,,
ksn,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Tagalogic,,,,,,,,,,,
kso,Afro-Asiatic,Chadic,Biu-Mandara,North Biu-Mandara,Margi-Mandara-Mofu,Biu-Mandara A A.2,Biu-Mandara A A.2 1,,,,,,,,,,
ksp,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental,Nuclear SBB Occidental,Saraic,Central Sara,Sara Central Logone,Gore,,,,,,,,,
ksq,Afro-Asiatic,Chadic,West Chadic,West Chadic A,West Chadic A.2-3,West Chadic A A.2,Tangalic,Tangale,,,,,,,,,
ksr,Nuclear Trans New Guinea,Finisterre-Huon,Huon,Western Huon,Kosorong-Burum-Mindik,,,,,,,,,,,,
kss,Atlantic-Congo,Mel,Bullom-Kissi,Kissi,,,,,,,,,,,,,
kst,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Grusi,East-West Grusi,Western Grusi,,,,,,,,
ksu,Tai-Kadai,Kam-Tai,Be-Tai,Daic,Central-Southwestern Tai,Wenma-Southwestern Tai,Sapa-Southwestern Tai,Southwestern Tai,Southwestern Tai P,Shan Tai,Assam Tai,,,,,,
ksv,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Greater Bangi-Ntomba,Kela-Ntomba,Tsingi-Tsingi,Vieux Mongo,Kusu-Nkutsu,,,,,
ksw,Sino-Tibetan,Karenic,Southern Karen,Sgaw,,,,,,,,,,,,,
ksx,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Flores-Lembata,,,,,,,,,,,
ksy,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Eastern zone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga,,,,,,,,,,
ksz,Austroasiatic,Mundaic,North Munda,Kherwarian,Mundaric,Kodaku-Korwa,,,,,,,,,,,
kta,Austroasiatic,Bahnaric,North Bahnaric,,,,,,,,,,,,,,
ktb,Afro-Asiatic,Cushitic,East Cushitic,Highland East Cushitic,Sidaama-Hadiyya-Kambaata,Hadiyya-Kambaata,Kambaataic,,,,,,,,,,
ktc,Afro-Asiatic,Chadic,West Chadic,West Chadic A,West Chadic A.2-3,West Chadic A A.2,Boleic,Unclassified Boleic,,,,,,,,,
ktd,Pama-Nyungan,Desert Nyungic,Wati,Unclassified Wati,,,,,,,,,,,,,
kte,Sino-Tibetan,Bodic,Bodish,West Bodish,Kyirong-Kagate,Gyalsumdo-Nubri-Kyirong,,,,,,,,,,,
ktf,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Nyanga-Mituku-Lega,Mituku-Lega,Lega Complex,Lega,,,,,,
ktg,Pama-Nyungan,Galgadungic,,,,,,,,,,,,,,,
kth,Maban,Mabang,Maba-Masalit,Nuclear Maba,,,,,,,,,,,,,
kti,Nuclear Trans New Guinea,Central and South New Guinea,Ok-Oksapmin,Ok,Lowland,,,,,,,,,,,,
ktj,Atlantic-Congo,Volta-Congo,Kru,Western Kru,Grebo,Ivorian,Tepo-Plapo,,,,,,,,,,
ktk,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Admiralty Islands,Western Admiralty Islands,Anchorite,,,,,,,,
